term,translation,context,language,confidence,winning_model,consensus,version,code,url
Lead,Plomo,"Lead is a naturally occurring highly toxic heavy metal. Its widespread use has caused extensive environmental contamination and health problems in many parts of the world. It is a cumulative toxicant that affects multiple body systems, including the neurological, haematological, gastrointestinal, cardiovascular and renal systems. Children are particularly vulnerable to the neurotoxic effects of lead, and even relatively low levels of exposure can cause serious and, in some cases, irreversible neurological damage (WHO, 2024).",es,0.99,gemini-3.5,Single model (skipped consensus),0.1,CH0103,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/ch0103
Lead,Blei,"Lead is a naturally occurring highly toxic heavy metal. Its widespread use has caused extensive environmental contamination and health problems in many parts of the world. It is a cumulative toxicant that affects multiple body systems, including the neurological, haematological, gastrointestinal, cardiovascular and renal systems. Children are particularly vulnerable to the neurotoxic effects of lead, and even relatively low levels of exposure can cause serious and, in some cases, irreversible neurological damage (WHO, 2024).",de,0.99,gemini-3.5,Single model (skipped consensus),0.1,CH0103,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/ch0103
Tropical Cyclone,cyclone tropical,"A tropical cyclone is a cyclone of tropical origin of small diameter (some hundreds of kilometres) with a minimum surface pressure in some cases of less than 900 hPa, very violent winds and torrential rain; sometimes accompanied by thunderstorms. It usually contains a central region, known as the 'eye' of the storm, with a diameter of the order of some tens of kilometres, and with light winds and a more or less lightly clouded sky (WMO, 2023).",fr,0.99,gemini-3.5,Single model (skipped consensus),0.1,MH0309,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/mh0309
Tropical Cyclone,ciclón tropical,"A tropical cyclone is a cyclone of tropical origin of small diameter (some hundreds of kilometres) with a minimum surface pressure in some cases of less than 900 hPa, very violent winds and torrential rain; sometimes accompanied by thunderstorms. It usually contains a central region, known as the 'eye' of the storm, with a diameter of the order of some tens of kilometres, and with light winds and a more or less lightly clouded sky (WMO, 2023).",es,0.99,gemini-3.5,Single model (skipped consensus),0.1,MH0309,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/mh0309
Tropical Cyclone,tropischer Wirbelsturm,"A tropical cyclone is a cyclone of tropical origin of small diameter (some hundreds of kilometres) with a minimum surface pressure in some cases of less than 900 hPa, very violent winds and torrential rain; sometimes accompanied by thunderstorms. It usually contains a central region, known as the 'eye' of the storm, with a diameter of the order of some tens of kilometres, and with light winds and a more or less lightly clouded sky (WMO, 2023).",de,0.98,gemini-3.5,Single model (skipped consensus),0.1,MH0309,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/mh0309
Q Fever,fièvre Q,"Q fever is a common zoonosis (infection that could transmit from animals to humans), caused by Coxiella burnetii. Natural reservoirs include several domestic and wild animals, most of which show no signs of disease (although infection can cause abortions). Due to the high resilience in the environment of Coxiella, humans are most often infected by inhalation of aerosols produced in contaminated locations, but other modes of infection have been documented (including food-borne) (ECDC, no date).",fr,0.98,gemini-3.5,Single model (skipped consensus),0.1,BI0231,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/bi0231
Q Fever,fiebre Q,"Q fever is a common zoonosis (infection that could transmit from animals to humans), caused by Coxiella burnetii. Natural reservoirs include several domestic and wild animals, most of which show no signs of disease (although infection can cause abortions). Due to the high resilience in the environment of Coxiella, humans are most often infected by inhalation of aerosols produced in contaminated locations, but other modes of infection have been documented (including food-borne) (ECDC, no date).",es,0.98,gemini-3.5,Single model (skipped consensus),0.1,BI0231,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/bi0231
Q Fever,Q-Fieber,"Q fever is a common zoonosis (infection that could transmit from animals to humans), caused by Coxiella burnetii. Natural reservoirs include several domestic and wild animals, most of which show no signs of disease (although infection can cause abortions). Due to the high resilience in the environment of Coxiella, humans are most often infected by inhalation of aerosols produced in contaminated locations, but other modes of infection have been documented (including food-borne) (ECDC, no date).",de,0.98,gemini-3.5,Single model (skipped consensus),0.1,BI0231,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/bi0231
Oyster Disease Aquaculture,maladies des huîtres,"There are a number of causal agents recognised for oyster diseases. Examples of major oyster diseases and their causal protozoan agents are: bonamiosis (Bonamia exitiosa, B. ostreae); marteiliosis (Marteilia refringens); perkinsosis (Perkinsus marinus, P. olseni). These oyster diseases are notifiable OIE-listed diseases and occur worldwide (WOAH, 2024a).",fr,0.98,gemini-3.5,Single model (skipped consensus),0.1,BI0313,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/bi0313
Oyster Disease Aquaculture,enfermedades de las ostras,"There are a number of causal agents recognised for oyster diseases. Examples of major oyster diseases and their causal protozoan agents are: bonamiosis (Bonamia exitiosa, B. ostreae); marteiliosis (Marteilia refringens); perkinsosis (Perkinsus marinus, P. olseni). These oyster diseases are notifiable OIE-listed diseases and occur worldwide (WOAH, 2024a).",es,0.98,gemini-3.5,Single model (skipped consensus),0.1,BI0313,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/bi0313
Oyster Disease Aquaculture,Austernkrankheiten,"There are a number of causal agents recognised for oyster diseases. Examples of major oyster diseases and their causal protozoan agents are: bonamiosis (Bonamia exitiosa, B. ostreae); marteiliosis (Marteilia refringens); perkinsosis (Perkinsus marinus, P. olseni). These oyster diseases are notifiable OIE-listed diseases and occur worldwide (WOAH, 2024a).",de,0.98,gemini-3.5,Single model (skipped consensus),0.1,BI0313,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/bi0313
Contagious Caprine Pleuropneumonia (CCPP),Péripneumonie contagieuse des caprins,"Contagious caprine pleuropneumonia (CCPP) is a disease affecting goats and some wild ruminant species, caused byMycoplasma capricolum subsp. capripneumoniae(Mccp). In goats, it is manifested by anorexia, fever and respiratory signs such as dyspnoea, polypnea, cough and nasal discharges. The acute and subacute disease is characterised by unilateral serofibrinous pleuropneumonia with severe pleural effusion. (Adapted from WOAH, 2021).",fr,0.95,gemini-3.5,Single model (skipped consensus),0.1,BI0305,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/bi0305
Contagious Caprine Pleuropneumonia (CCPP),Pleuroneumonía contagiosa caprina,"Contagious caprine pleuropneumonia (CCPP) is a disease affecting goats and some wild ruminant species, caused byMycoplasma capricolum subsp. capripneumoniae(Mccp). In goats, it is manifested by anorexia, fever and respiratory signs such as dyspnoea, polypnea, cough and nasal discharges. The acute and subacute disease is characterised by unilateral serofibrinous pleuropneumonia with severe pleural effusion. (Adapted from WOAH, 2021).",es,0.98,gemini-3.5,Single model (skipped consensus),0.1,BI0305,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/bi0305
Contagious Caprine Pleuropneumonia (CCPP),Lungenseuche der Ziegen,"Contagious caprine pleuropneumonia (CCPP) is a disease affecting goats and some wild ruminant species, caused byMycoplasma capricolum subsp. capripneumoniae(Mccp). In goats, it is manifested by anorexia, fever and respiratory signs such as dyspnoea, polypnea, cough and nasal discharges. The acute and subacute disease is characterised by unilateral serofibrinous pleuropneumonia with severe pleural effusion. (Adapted from WOAH, 2021).",de,0.9,gemini-3.5,Single model (skipped consensus),0.1,BI0305,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/bi0305
Airburst,explosion atmosphérique,"An airburst is defined as a high-energy explosion in mid-air caused either by an artificial explosive device or by the sudden disruption of a natural object entering the Earth's atmosphere at high speeds at an altitude where the hydrodynamic pressure exceeds the structural integrity of the object (adapted from ESA, No date).",fr,0.95,gemini-3.5,Single model (skipped consensus),0.1,ET0201,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/et0201
Airburst,explosión atmosférica,"An airburst is defined as a high-energy explosion in mid-air caused either by an artificial explosive device or by the sudden disruption of a natural object entering the Earth's atmosphere at high speeds at an altitude where the hydrodynamic pressure exceeds the structural integrity of the object (adapted from ESA, No date).",es,0.98,gemini-3.5,Single model (skipped consensus),0.1,ET0201,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/et0201
