language,term,system,truth,lex_score,sem_score
ch,healthcare waste,医疗废弃物,医疗废物,0.89,0.99
ch,landfilling,填埋,垃圾填埋,0.67,0.70
ch,waste treatment lagoons,废水处理塘,废物处理池,0.60,0.94
ch,marine debris,海洋垃圾,海洋废弃物,0.44,0.95
ch,reservoir flooding,蓄水池洪水,水库泄洪,0.44,0.94
ch,air transportation accident,航空运输事故,空运事故,0.80,0.98
ch,maritime accident,海事事故,海上事故,0.75,0.95
ch,asphyxiant ​​gases,窒息气体,窒息性气体,0.89,0.98
ch,persistent organic pollutants,ersistenten organischen Schadstoffe,持久性有机污染物,0.00,0.91
ch,marine heatwave,Calor marina,海洋热浪,0.00,0.77
ch,space debris,空间碎片,太空碎片,0.75,0.97
ch,social engineering  phishing,钓鱼攻击,社交工程 - 网络钓鱼,0.29,0.59
ch,tunnel failure,隧道失效,隧道故障,0.50,0.97
ch,marburg virus disease,Maladie du virus de Marburg,马尔堡病毒病,0.00,0.83
ch,biological,生物的,生物,0.80,0.93
ch,chemical,化学物质,化学,0.67,0.93
ch,extraterrestrial,外星,外星人,0.80,0.92
ch,geological,地质的,地质学,0.67,0.89
ch,meteorological and hydrological,气象与水文,气象和水文,0.80,1.00
ch,societal,社会的,社会,0.80,0.98
ch,technological,技术的,技术,0.80,0.97
ch,provisioning services,配置服务,供应服务,0.50,0.86
ch,one health,一体化健康,一个健康,0.67,0.82
ch,58 tertiary,5-8三级,5-8 三级,0.89,0.98
ch,culture livelihoods,文化生计,文化生活,0.75,0.96
ch,coal generation,燃煤发电,煤炭发电,0.75,0.99
ch,others nonformal education,其他-非正式教育,其他 - 非正规教育,0.75,0.90
ch,crosscutting,横向,贯穿各领域,0.00,0.67
ch,gathering forest products,林产品采集,采集林产品,0.60,0.99
ch,sea and coastal,海洋与海岸,海洋和海岸,0.80,1.00
ch,collective living quarters,集体居住区,集体宿舍,0.44,0.70
ch,large scale sanitation,大规模卫生,大型卫生设施,0.55,0.74
ch,waste disposal,废弃物处置,废物处理,0.67,0.97
ch,employees,雇员,员工,0.50,0.99
ch,urban sewage system,城市污水系统,城市污水处理系统,0.86,0.98
ch,conventional dwellings,常规住宅,传统住宅,0.50,0.81
ch,health care network,卫生保健网络,医疗保健网络,0.67,0.99
ch,warehousing and storage,仓储与存储,仓储,0.57,0.84
ch,genderbased discrimination,性别歧视,基于性别的歧视,0.73,0.95
ch,nutrition,营养,营养学,0.80,0.96
ch,access to services,服务接入,获得服务,0.50,0.94
ch,selfemployed,个体经营者,自营职业者,0.40,0.70
ch,transportation,运输,交通运输,0.67,0.97
ch,social protection,社会保障,社会保护,0.75,0.73
ch,from reclaimed,回收,摘自《再生,0.00,0.60
ch,governance,治理,管理,0.50,0.76
ch,logging,日志,记录,0.00,0.72
ch,vocational,职业的,职业,0.80,0.97
ch,industry,工业,行业,0.50,0.96
ch,thermal water treatment,热水处理,热能水处理,0.89,0.96
ch,coal distribution,煤炭配送,煤炭分配,0.75,0.96
ch,repositories of heritage,文化遗产存储库,遗产库,0.60,0.84
ch,land transportation,陆路运输,陆路交通,0.50,0.96
ch,connective infrastructure,互联基础设施,连接性基础设施,0.62,0.95
ch,road passenger transport,道路客运,公路客运,0.75,0.99
ch,passenger air transport,客运航空运输,航空客运,0.40,0.90
ch,access to ressources,资源访问,获取资源,0.50,0.90
ch,primary health care,初级卫生保健,初级保健,0.80,0.99
ch,general,通用,一般情况,0.00,0.77
ch,piped water distribution,管道供水系统,管道输水,0.60,0.92
ch,hot water generation,热水生成,生成热水,0.50,0.98
ch,mental health,精神健康,心理健康,0.50,0.99
ch,permanent perennial crops,永久多年生作物,多年生作物,0.83,0.89
ch,marine fishing,海洋捕捞,海洋捕鱼,0.75,0.98
ch,commerce and trade,商务与贸易,商业和贸易,0.60,0.99
ch,timeuse,时间使用,使用时间,0.50,0.99
ch,regulating services,调节服务,监管服务,0.50,0.89
ch,wireless telecommunication activities,无线电通信活动,无线通信活动、,0.86,0.76
ch,extraultrahigh voltage,高压,超/特/高压,0.67,0.85
ch,postal activities,邮政业务,邮政活动,0.50,0.96
ch,other manufacturing,其他制造,其他制造业,0.89,0.87
ch,traditional knowledge,传统知识,传统知识、,0.89,0.99
ch,upper chambersenate,参议院,上议院/参议院,0.67,0.90
ch,care livelihoods,照护工作收入,关爱民生,0.00,0.46
ch,communicable diseases programs,传染病项目,传染病计划,0.60,0.99
ch,forestry and logging,林业与采伐,林业和伐木业,0.55,0.98
ch,pension funding,养老保险金筹资,养老金筹资,0.83,0.96
ch,agricultural land,农用地,农业用地,0.86,0.93
ch,urban solid waste,城市固体废弃物,城市固体废物,0.92,0.99
ch,waste transportation,废弃物运输,废物运输,0.89,0.99
ch,productive,生产性的,生产性,0.86,0.97
ch,waste transportation,废弃物运输,废物运输,0.89,0.99
ch,1primary education,小学教育,1-初等教育,0.44,0.87
ch,water transportation,水路运输,水上交通,0.25,0.85
ch,regional  decentralized administration,区域分权行政,地区 - 分散管理,0.29,0.84
ch,construction of buildings,建筑物的建设,建筑施工,0.40,0.94
ch,electricity storage,电能储存,电力存储,0.50,0.95
ch,human mobility,人类移动,人员流动,0.50,0.76
ch,nonspecialized wholesale trade,非专业批发贸易,非专业化批发贸易,0.93,0.98
ch,0early childhood,0–幼儿期,0-幼儿期,0.89,0.99
ch,tour operators,旅游运营商,旅行社,0.25,0.85
ch,other water transportation,其他水路运输,其他水上运输,0.83,0.91
ch,water passenger transport,水路客运,水上客运,0.75,0.92
ch,other specials network,其他特殊网络,其他特别网络,0.83,0.99
ch,electricity,电,电力,0.67,0.99
ch,manufacture of beverages,饮料制造,饮料生产,0.50,0.99
ch,manufacturing,制造,制造业,0.80,0.81
ch,landscapes,景观,风景,0.50,0.96
ch,waste collection,垃圾收集,废物收集,0.50,0.97
ch,livestock,畜牧业动物,牲畜,0.29,0.94
ch,small scale sanitation,小规模卫生设施,小型卫生设施,0.77,0.96
ch,silviculture,林业种植学,造林,0.29,0.86
ch,low voltage,低压,低电压,0.80,0.70
ch,rituals,仪式,仪式、,0.80,0.99
ch,retail trade,零售贸易,零售业,0.57,0.91
ch,protective infrastructure,防护基础设施,保护性基础设施,0.77,0.96
ch,sanitation,卫生,环境卫生,0.67,0.69
ch,supporting services,支持服务,支助服务,0.75,0.94
ch,water sources generation,水源生成,水源--发电,0.50,0.79
ch,environmental health,环境健康,环境卫生,0.50,0.94
ch,hazard monitoring,风险监测,危险监测,0.75,0.91
ch,commnications community lifelines,通信社区生命线,通信 社区生命线,0.93,0.99
ch,4 post secondary,高等教育,4- 中学后,0.00,0.55
ch,service livelihoods,生计服务,服务生计,0.50,0.53
ch,tertiary levels,三级层次,高等教育,0.00,0.41
ch,waste disposal,废弃物处置,废物处理,0.67,0.97
ch,mining and quarrying,采矿和采石业,采矿和采石,0.91,0.98
ch,waste collection,垃圾收集,废物收集,0.50,0.97
ch,crops,作物,农作物,0.80,0.99
ch,communitybased,基于社区,社区,0.67,0.89
ch,wired telecommunication activities,有线通信活动,有线电信活动、,0.77,0.94
ch,tangible cultural heritage,有形文化遗产,物质文化遗产,0.67,0.91
ch,disaster mitigation,灾害缓解,减灾,0.33,0.83
ch,noncommunicable diseases programs,非传染性疾病项目,非传染性疾病计划,0.75,0.98
ch,telecommunications,电信,电信、,0.80,0.98
ch,primary education,小学教育,初等教育,0.50,0.92
ch,from soil water,土壤水,来自土壤水,0.75,0.96
ch,23 secondary,2-3- 二级,2-3- 中学,0.60,0.86
ch,steam generation,蒸汽产生,蒸汽发生器,0.67,0.93
ch,hunting and trapping,狩猎与捕捉,狩猎和诱捕,0.60,0.96
ch,road transport infrastructure,道路运输基础设施,道路交通基础设施,0.75,0.99
ch,freight air transport,航空货运,货物空运,0.50,0.89
ch,local administration,地方行政,地方行政部门,0.80,0.97
ch,tribunals,法庭,法院,0.50,0.99
ch,other nonformal education,其他非正式教育,其他非正规教育,0.86,0.91
ch,oil strorage,石油储存,储油库,0.29,0.85
ch,cultural practices,文化实践,文化习俗,0.50,0.95
ch,marine aquaculture,海洋养殖,海水养殖,0.75,0.93
ch,natural gas upstream,天然气上游,上游天然气,0.60,0.98
ch,temporary  annual crops,临时性一年生作物,临时 - 一年生作物,0.82,0.99
ch,courier activities,快递业务,快递活动,0.50,0.97
ch,inland water transport,内河运输,内陆水运,0.50,0.86
ch,transportation supppor services,运输支持服务,交通支持服务,0.67,0.98
ch,gas distribution,燃气分配,燃气配送,0.75,0.94
ch,specialized construction activities,专业建筑活动,专业施工活动,0.67,0.92
ch,satellite telecommunication activities,卫星通信活动,卫星通信活动、,0.92,1.00
ch,information and communication,信息与通信,信息与传播,0.60,0.93
ch,disaster response,灾害响应,灾害应对,0.75,0.95
ch,other housing units,其他住房单位,其他住房单元,0.83,0.97
ch,consumable fuels,可消耗燃料,消耗性燃料,0.80,0.96
ch,animal production,畜牧业,动物生产,0.00,0.83
ch,land  including soils,土地,土地(包括土壤),0.50,0.80
ch,water distribution,供水分配系统,配水,0.25,0.75
ch,nonpiped water distribution,非管道供水分配,非管道输水,0.67,0.95
ch,oil manufacture upstream,石油上游,石油制造/上游,0.80,0.93
ch,harmful traditional practices,有害传统做法,有害的传统习俗,0.62,0.97
